Index,Image A,Image B,Output
17874,186934,180794,A
17875,124717,108510,A
17876,37178,32296,A
17877,6805,155179,A
17878,109290,90059,A
17879,193602,68505,A
17880,16813,90798,A
17881,172159,1731,A
17882,52377,35024,A
17883,159492,120761,A
17884,131251,169791,A
17885,11463,100482,A
17886,133439,20642,A
17887,72192,137003,A
17888,34373,8314,A
17889,203302,77363,A
17890,94404,129994,A
17891,129244,202625,A
17892,72602,20761,A
17893,68987,66367,B
17894,58072,22485,A
17895,127796,106973,A
17896,153158,170511,A
17897,96768,17037,A
17898,147994,156054,A
17899,207050,138330,B
17900,157707,116175,A
17901,95531,165464,A
17902,202738,67315,A
17903,86097,58309,A
17904,76379,92076,A
17905,202404,189999,A
17906,129363,199949,A
17907,86856,47173,A
17908,67241,20290,A
17909,138545,37916,A
17910,114018,169432,A
17911,149214,129630,A
17912,81691,182681,A
17913,191691,76252,A
17914,138856,190,A
17915,6682,173626,A
17916,180649,54156,A
17917,70806,99529,A
17918,84049,165719,A
17919,39879,193246,A
17920,202629,83246,A
17921,34082,139383,A
17922,188413,72912,A
17923,172615,107609,A
17924,188401,142847,A
17925,209478,58750,A
17926,12430,110286,A
17927,121121,130408,A
17928,101763,167120,A
17929,170072,147718,A
17930,193055,9723,A
17931,196737,117704,A
17932,63586,66680,A
17933,50069,831,A
17934,143279,170729,B
17935,18545,96274,A
17936,164576,34420,B
17937,190470,146878,A
17938,74394,164917,A
17939,151087,42115,A
17940,2220,109364,A
17941,169186,146843,A
17942,69717,59514,A
17943,110808,177723,A
17944,70649,144736,A
17945,63953,22647,A
17946,111081,122027,A
17947,118448,152780,B
17948,118369,95480,A
17949,3218,154053,A
17950,127709,8028,B
17951,112030,11781,A
17952,141672,108275,B
17953,17212,22921,A
17954,193373,64469,A
17955,202854,163369,A
17956,98844,137122,B
17957,114829,116624,B
17958,201277,31655,A
17959,146986,106084,B
17960,185366,151486,A
17961,19248,115692,A
17962,157313,22097,A
17963,75613,37341,A
17964,161966,115937,A
17965,108813,106084,A
17966,139478,59384,A
17967,165602,200877,A
17968,43183,155597,B
17969,99193,2214,A
17970,131487,45730,A
17971,98405,57935,B
17972,202925,59569,B
17973,2867,208777,A
17974,171292,160858,A
17975,94042,172085,A
17976,203033,132505,A
17977,95193,130835,A
17978,24038,33036,B
17979,77948,39781,A
17980,44582,30853,A
17981,54825,142199,A
17982,160520,200006,A
17983,188290,75658,A
17984,109653,64719,A
17985,134851,23484,A
17986,29274,168992,A
17987,57537,152047,A
17988,177498,170913,A
17989,1743,46585,A
17990,138559,52371,A
17991,161625,116697,B
17992,89972,161451,A
17993,76776,53146,A
17994,85692,68230,A
17995,117084,164046,A
17996,58588,71702,A
17997,209139,114967,B
17998,125888,41430,A
17999,76370,96720,A
18000,170842,142498,A
18001,58096,187854,A
18002,89371,117470,B
18003,152581,114841,A
18004,38559,101973,A
18005,35930,208001,A
18006,130039,164944,A
18007,119523,83095,A
18008,182868,81893,A
18009,176239,174776,A
18010,68604,61807,A
18011,146326,82963,A
18012,197138,148998,A
18013,145120,35344,A
18014,171556,151751,A
18015,56719,157406,A
18016,80598,147616,A
18017,14422,86642,B
18018,132993,97525,A
18019,117946,64717,A
18020,54038,160384,A
18021,65667,117209,A
18022,148326,145174,A
18023,12113,90672,A
18024,6854,38349,A
18025,154490,112641,A
18026,206846,160281,A
18027,181655,202331,B
18028,61687,47240,B
18029,40919,7030,A
18030,75764,117574,A
18031,65040,69803,A
18032,174172,112577,B
18033,123403,12520,A
18034,14704,63268,A
18035,152429,97286,A
18036,120031,153916,A
18037,112133,28935,A
18038,145117,189099,A
18039,69165,73761,A
18040,55552,3811,A
18041,118752,9850,A
18042,189433,86558,A
18043,36369,152620,B
18044,97453,49463,A
18045,179225,142040,B
18046,135046,159356,A
18047,201490,53997,A
18048,185209,8214,A
18049,68984,66501,A
18050,145654,172201,A
18051,68172,144809,A
18052,36498,198502,A
18053,39280,188324,A
18054,176718,99893,A
18055,204017,132852,B
18056,171928,163899,A
18057,49192,83219,A
18058,126600,120643,A
18059,98210,66486,A
18060,2610,22995,A
18061,87494,105506,A
18062,464,57475,A
18063,59805,166363,A
18064,151611,188023,A
18065,10654,95454,A
18066,52974,145771,A
18067,9505,14963,A
18068,177237,175129,B
18069,174553,190143,A
18070,151277,202525,B
18071,160989,170247,A
18072,49402,36767,A
18073,81118,148278,A
18074,14374,140207,A
18075,133191,152317,A
18076,10031,113297,A
18077,144482,70904,A
18078,174374,111052,A
18079,40460,57331,A
18080,81714,141014,A
18081,39721,16551,A
18082,42622,172869,A
18083,194098,169271,A
18084,208843,134179,B
18085,53051,3113,A
18086,189436,7219,A
18087,73005,41925,A
18088,76893,134332,A
18089,195594,205431,A
18090,33068,122832,B
18091,48020,154781,A
18092,5476,155606,A
18093,67418,199463,A
18094,64211,32820,A
18095,79953,38009,A
18096,37671,29020,A
18097,84617,23082,A
18098,67025,206307,A
18099,182175,120589,A
18100,111215,127161,A
18101,103419,17597,A
18102,118660,121154,A
18103,209206,101398,A
18104,170817,100234,B
18105,87726,18448,A
18106,37526,91125,B
18107,82931,6711,A
18108,149949,42143,A
18109,180592,186707,A
18110,153096,162841,A
18111,35111,135283,A
18112,81343,138972,A
18113,195788,207707,A
18114,16787,60288,A
18115,78625,191018,B
18116,182770,56305,A
18117,81270,27194,A
18118,180112,173944,A
18119,22800,59661,A
18120,147805,187222,A
18121,128267,120439,B
18122,117286,202558,A
18123,158171,64561,A
18124,184996,141174,A
18125,10194,150757,A
18126,26452,124629,A
18127,134534,114432,A
18128,52810,26827,A
18129,134131,196162,A
18130,167409,40741,A
18131,203528,77005,A
18132,95235,103834,A
18133,31210,36760,A
18134,152148,7241,A
18135,61768,206737,B
18136,96138,118673,B
18137,34416,123609,A
18138,129134,93902,B
18139,104090,48206,A
18140,135528,199138,A
18141,90280,67175,A
18142,104260,28503,A
18143,52130,73853,A
18144,156563,50821,A
18145,124946,98575,A
18146,132393,66819,A
18147,168655,136785,A
18148,170064,125009,A
18149,68337,31866,A
18150,184292,65231,A
18151,358,37554,A
18152,168782,31933,A
18153,1280,159581,A
18154,156400,70876,A
18155,124966,95706,A
18156,1956,197723,A
18157,14947,78139,B
18158,106520,111138,A
18159,91020,122433,A
18160,21190,8122,A
18161,24174,172498,A
18162,2078,142106,A
18163,38535,116714,B
18164,45974,61232,A
18165,54228,176028,A
18166,88371,10078,A
18167,111435,206309,A
18168,50731,151355,B
18169,177374,41369,A
18170,36520,178392,A
18171,203201,144788,A
18172,100884,122658,A
18173,3897,6989,A
18174,110885,52543,A
18175,207829,74104,A
18176,201099,156522,A
18177,43489,138482,A
18178,43927,49454,A
18179,157427,139353,A
18180,12961,29714,A
18181,167859,139182,A
18182,191095,22612,A
18183,58921,120500,A
18184,129260,81744,A
18185,164438,21856,A
18186,72919,59624,A
18187,82167,27199,A
18188,167270,98261,A
18189,149622,84472,B
18190,58452,37947,A
18191,13595,27815,A
18192,195208,41724,A
18193,148152,7409,A
18194,162612,65904,A
18195,205333,8646,A
18196,199887,181538,A
18197,136183,141852,A
18198,96162,30247,A
18199,129615,109473,A
18200,157715,139451,A
18201,190428,33031,B
18202,31364,76001,A
18203,122011,29291,A
18204,92826,54707,A
18205,107977,20229,A
18206,186718,83662,A
18207,116018,24735,A
18208,94636,100597,A
18209,185130,142966,A
18210,70645,17287,A
18211,28726,52827,A
18212,158084,27297,A
18213,105189,2689,A
18214,34023,202299,A
18215,110385,89108,A
18216,14706,1587,A
18217,172245,127695,A
18218,117556,131235,B
18219,87266,61103,A
18220,116148,209713,A
18221,186539,199144,A
18222,204401,42637,B
18223,158208,65532,A
18224,169809,134523,A
18225,149905,30142,A
18226,146720,202049,A
18227,19680,119644,A
18228,38306,89241,A
18229,163180,183298,A
18230,34917,154380,A
18231,124031,158571,B
18232,30884,123724,A
18233,203075,69063,A
18234,95924,135939,B
18235,137144,94144,A
18236,183344,78885,A
18237,21749,16420,A
18238,175309,188463,A
18239,192867,47416,A
18240,75284,141300,A
18241,3084,31448,A
18242,44939,159302,B
18243,60390,135315,A
18244,36665,79420,A
18245,92055,128045,A
18246,72807,199998,A
18247,119133,24743,A
18248,197546,79434,A
18249,27252,13062,A
18250,191643,5626,A
18251,12109,49524,A
18252,162121,167091,A
18253,134399,16853,A
18254,136850,83571,A
18255,36431,127316,B
18256,83607,81378,A
18257,174559,84600,A
18258,79603,202351,A
18259,101003,87563,A
18260,190717,104275,B
18261,31986,12730,A
18262,40675,78776,B
18263,146283,169805,A
18264,46291,33699,A
18265,76925,133739,A
18266,48588,20422,A
18267,125112,100633,B
18268,87181,198171,A
18269,93508,67889,A
18270,205347,11790,A
18271,34697,164665,A
18272,63482,98531,A
18273,28257,126643,A
18274,122428,77216,A
18275,34623,91711,A
18276,195844,124061,A
18277,156731,67043,A
18278,197148,208961,A
18279,174969,115000,B
18280,133912,41604,A
18281,28842,188310,A
18282,48429,5441,A
18283,142317,160890,A
18284,23681,87175,A
18285,60353,197401,A
18286,41828,174496,A
18287,76510,8547,A
18288,160786,155679,A
18289,94602,46289,A
18290,59279,208163,A
18291,43057,61714,A
18292,15324,58184,A
18293,113271,168863,A
18294,40525,149088,A
18295,16054,204418,A
18296,33371,60428,A
18297,109800,161647,A
18298,100836,522,A
18299,199930,107353,A
18300,101444,191418,A
18301,164473,193179,A
18302,179527,27546,A
18303,112888,103281,A
18304,143510,180557,A
18305,92854,196826,A
18306,10625,563,A
18307,44983,112245,A
18308,180070,113383,A
18309,162035,120111,A
18310,15667,94663,A
18311,188091,56510,A
18312,62643,88716,A
18313,168722,55801,A
18314,40242,157608,A
18315,49931,110667,A
18316,86072,37887,A
18317,72530,183367,A
18318,78715,182496,A
18319,69268,199310,A
18320,187041,102399,B
18321,103606,20395,A
18322,160813,101667,A
18323,42285,34845,A
18324,52523,133769,A
18325,129087,12765,A
18326,123567,158785,A
18327,157511,60112,A
18328,7748,7091,A
18329,84924,166624,A
18330,154562,171090,A
18331,2089,10246,A
18332,188300,155239,B
18333,181044,89606,A
18334,91612,137814,A
18335,197361,110527,A
18336,44659,88844,B
18337,94676,30556,A
18338,783,146506,A
18339,101583,24732,A
18340,151658,182245,A
18341,209822,147751,A
18342,29715,187922,A
18343,146890,4790,A
18344,152708,190619,B
18345,131773,146335,A
18346,74324,182771,A
18347,134639,173008,A
18348,22150,67383,A
18349,204048,180414,A
18350,16261,25709,A
18351,15901,28471,A
18352,125161,81591,A
18353,141824,79512,A
18354,192793,92685,A
18355,41384,128484,A
18356,199642,184730,A
18357,180764,17397,A
18358,1499,139201,A
18359,197015,145175,A
18360,140678,109338,A
18361,157293,75170,A
18362,36863,15546,A
18363,100699,166430,A
18364,107368,44997,A
18365,147714,60288,A
18366,180914,8569,A
18367,3854,39557,A
18368,31798,207563,A
18369,107318,115105,A
18370,208341,168800,A
18371,151490,193988,A
18372,26033,209355,A
18373,59712,11462,A
18374,48617,138368,A
18375,17892,198785,A
18376,151341,191525,A
18377,112842,204194,A
18378,73009,66097,A
18379,79024,126932,B
18380,43469,110324,A
18381,185391,124716,A
18382,120356,186257,A
18383,19375,115373,A
18384,34821,167826,B
18385,174903,106635,A
18386,97469,143720,A
18387,187662,25889,A
18388,129128,159882,A
18389,107273,161993,A
18390,52386,29755,A
18391,41453,91703,A
18392,70940,195318,B
18393,118063,167598,A
18394,92722,73006,A
18395,69682,131564,A
18396,78152,100749,A
18397,187183,202073,A
18398,87358,53803,A
18399,39143,109576,B
18400,69686,165259,A
18401,104781,164326,A
18402,8629,103555,A
18403,90356,52445,A
18404,43605,58368,A
18405,60715,45275,A
18406,65174,136671,A
18407,74915,68762,B
18408,57665,1253,A
18409,206092,133877,A
18410,91851,53516,A
18411,10692,106966,A
18412,70939,145614,A
18413,69819,98650,B
18414,185285,169092,B
18415,85867,436,B
18416,82618,154988,A
18417,163234,150859,B
18418,37373,62718,A
18419,24826,88119,A
18420,70072,13607,A
18421,8989,200184,A
18422,124419,100651,A
18423,42523,90383,A
18424,126587,59803,A
18425,161140,131958,A
18426,77793,7081,A
18427,19609,177781,A
18428,199742,7903,A
18429,152803,78236,A
18430,94978,3604,A
18431,134222,68209,A
18432,103242,53606,A
18433,168584,76840,A
18434,1744,208320,A
18435,22904,146203,A
18436,167946,141361,B
18437,49475,77002,A
18438,175782,41104,A
18439,137046,187775,A
18440,202513,49900,A
18441,28004,74087,A
18442,178708,113684,A
18443,75598,68995,A
18444,203663,179409,A
18445,183858,121019,A
18446,173425,198714,A
18447,98959,12430,A
18448,96692,85830,A
18449,37568,71026,A
18450,116678,208440,B
18451,151146,133522,B
18452,128579,27771,A
18453,106641,87259,A
18454,101486,140443,A
18455,70520,127162,A
18456,128547,67471,A
18457,181620,49210,A
18458,139238,132178,A
18459,11135,31087,A
18460,127126,178786,A
18461,34549,107809,A
18462,113340,175472,A
18463,168137,24993,A
18464,43635,170877,A
18465,177206,165176,A
18466,73099,11224,A
18467,112345,75205,A
18468,95142,20411,A
18469,63817,89510,A
18470,8886,4764,A
18471,107556,113709,A
18472,81099,138242,A
18473,113721,111147,A
18474,4860,9027,A
18475,144890,66000,A
18476,16239,10758,A
18477,9268,79283,A
18478,45315,180263,A
18479,140385,82017,A
18480,130624,86138,A
18481,197159,4395,A
18482,139436,6095,A
18483,106852,74164,A
18484,115659,167473,A
18485,157786,177860,A
18486,71849,111324,B
18487,49261,92272,A
18488,91194,165364,A
18489,71759,31471,A
18490,74022,145875,A
18491,202224,1,A
18492,190627,145832,A
18493,103780,207574,A
18494,176157,8280,A
18495,115712,154263,A
18496,70703,149413,A
18497,1105,148428,A
18498,2043,124997,A
18499,164490,121085,A
18500,200685,138046,A
18501,143129,4287,A
18502,127750,140778,A
18503,203289,11226,A
18504,196885,135011,A
18505,128385,169294,A
18506,66996,38988,A
18507,80013,120490,B
18508,44031,132253,A
18509,69482,8610,A
18510,165260,192855,A
18511,4380,72447,A
18512,16672,129941,A
18513,59349,132529,A
18514,193334,144553,A
18515,20651,105599,A
18516,43936,197050,A
18517,37961,137907,A
18518,31896,140637,A
18519,25309,154095,A
18520,147771,9467,A
18521,46741,52545,A
18522,187682,90607,A
18523,209085,87528,A
18524,23094,53760,A
18525,9904,80971,A
18526,115548,51390,A
18527,67330,65800,A
18528,139208,96495,A
18529,196868,87505,A
18530,23472,8697,A
18531,12823,62997,A
18532,14938,149790,B
18533,31176,49522,B
18534,135843,139074,A
18535,79296,83871,A
18536,12657,174848,A
18537,29638,146535,A
18538,33409,49835,A
18539,63996,55541,A
18540,20052,63018,A
18541,203158,131689,A
18542,50838,188450,A
18543,87762,78777,B
18544,109507,150639,A
18545,148600,158963,A
18546,53191,155729,B
18547,129226,93583,A
18548,129039,48939,B
18549,32593,199546,A
18550,171,71215,A
18551,101083,142216,A
18552,52883,188166,A
18553,127310,44296,B
18554,31418,14728,A
18555,106540,89722,A
18556,171633,188640,A
18557,42258,25275,A
18558,201189,186254,A
18559,118944,86125,B
18560,115498,80690,A
18561,143799,49448,A
18562,107988,90841,A
18563,205117,2696,A
18564,170210,202587,A
18565,141213,118562,A
18566,161943,98515,A
18567,152873,187545,A
18568,28872,34946,A
18569,140077,175904,A
18570,144436,188063,A
18571,184427,2586,A
18572,194099,12429,A
18573,209025,157356,A
18574,69849,23590,A
18575,148959,122975,A
18576,127367,14744,A
18577,64530,106521,A
18578,99981,90840,A
18579,27120,47989,A
18580,93539,135947,B
18581,170879,58744,B
18582,101578,100211,A
18583,149985,136018,A
18584,102796,10508,A
18585,70085,92357,A
18586,67012,14443,A
18587,28286,140985,A
18588,112938,94245,A
18589,32762,124981,A
18590,68851,156513,A
18591,60313,82719,A
18592,77692,119825,A
18593,109022,164186,A
18594,60935,40910,B
18595,195975,153238,B
18596,131583,1618,A
18597,76030,30943,B
18598,40856,13393,A
18599,49088,27101,A
18600,86608,135950,A
18601,5687,59909,A
18602,91916,16764,A
18603,158496,55605,A
18604,137492,118810,A
18605,184445,135813,B
18606,16944,124661,A
18607,168745,75199,A
18608,29689,114477,A
18609,66561,98330,A
18610,170569,13107,A
18611,165687,196467,A
18612,124341,86644,A
18613,8234,201289,A
18614,84992,83960,A
18615,196098,18096,A
18616,66737,9028,A
18617,63400,128413,A
18618,50395,185369,A
18619,168810,49641,A
18620,79409,87194,A
18621,111533,71090,A
18622,49344,177643,A
18623,26570,140987,A
18624,21598,203609,A
18625,20815,21030,A
18626,45248,150396,B
18627,18660,154958,A
18628,28253,25781,A
18629,51837,50833,B
18630,86818,129351,B
18631,207064,22516,A
18632,41496,77349,A
18633,145235,82279,B
18634,177751,37635,B
18635,21259,163187,A
18636,20763,13740,A
18637,193128,10175,A
18638,7653,67078,A
18639,145741,14272,A
18640,12104,95875,A
18641,118667,30122,A
18642,149799,32850,A
18643,83270,191820,A
18644,174911,145509,A
18645,92840,121512,B
18646,42606,35229,B
18647,113104,58818,B
18648,33835,172164,B
18649,69381,41082,A
18650,198548,124459,A
18651,54410,5939,A
18652,39147,72066,A
18653,63090,194590,A
18654,177141,2874,A
18655,116848,107645,B
18656,153421,184421,A
18657,12990,87994,A
18658,10187,20443,A
18659,195636,54304,A
18660,35518,194108,A
18661,120282,10485,A
18662,190215,13655,A
18663,71725,90373,B
18664,81458,184986,A
18665,185166,194113,B
18666,105197,180791,A
18667,19433,120085,A
18668,103370,20907,A
18669,18994,38700,A
18670,196210,187641,A
18671,147685,108884,B
18672,130463,151493,A
18673,158663,170033,A
18674,37770,20363,A
18675,111917,124150,A
18676,144412,181417,A
18677,158450,79164,A
18678,76163,176425,A
18679,135290,82242,B
18680,11973,149558,A
18681,60480,83708,A
18682,24585,125497,A
18683,29757,193550,B
18684,149363,122322,A
18685,134084,52260,A
18686,47502,162927,A
18687,137861,43312,A
18688,59620,48183,A
18689,155355,199286,A
18690,108177,205506,A
18691,206347,206489,B
18692,40659,78749,A
18693,4120,67729,A
18694,156929,205459,A
18695,132986,7159,A
18696,184492,155367,A
18697,161166,180124,A
18698,69760,116934,A
18699,17363,124885,A
18700,124943,12144,A
18701,128298,183221,A
18702,111637,172744,A
18703,87770,145013,A
18704,43722,27510,A
18705,164987,98619,A
18706,108218,200721,B
18707,164163,141759,A
18708,64030,129500,A
18709,125533,16038,A
18710,118096,109596,A
18711,36797,136476,A
18712,31179,73424,A
18713,46658,203830,B
18714,156380,30938,A
18715,132449,112139,A
18716,118679,27319,A
18717,148918,34225,B
18718,105092,121517,A
18719,53783,64283,A
18720,136753,17897,A
18721,42695,179082,A
18722,51839,24174,A
18723,53045,139415,A
18724,38064,2116,A
18725,184610,96465,A
18726,104851,29846,A
18727,135207,209551,A
18728,96069,142003,A
18729,64912,39663,A
18730,96921,76187,A
18731,85870,157940,A
18732,43595,166709,A
18733,166534,15785,A
18734,204955,126069,A
18735,125206,35606,A
18736,200330,87274,A
18737,140553,74914,A
18738,206325,8104,A
18739,73112,27436,A
18740,208503,138677,A
18741,65959,26233,A
18742,136274,191252,A
18743,135604,76733,A
18744,194287,85826,A
18745,4884,88769,A
18746,206842,41190,B
18747,89278,150289,A
18748,153392,124695,A
18749,6895,130007,A
18750,53399,97293,A
18751,138389,122192,A
18752,97328,134654,A
18753,104391,180431,A
18754,169581,137752,A
18755,75535,30870,A
18756,94952,30898,A
18757,199743,44983,A
18758,34115,209223,B
18759,74537,76893,A
18760,95659,89930,A
18761,40064,202161,A
18762,109447,168047,A
18763,59456,193206,A
18764,116876,65800,A
18765,189705,153853,A
18766,6123,158235,B
18767,76047,196774,A
18768,18510,31065,A
18769,176193,116844,A
18770,28842,84650,A
18771,97108,45804,B
18772,157876,73653,A
18773,176873,161336,A
18774,165753,25279,A
18775,6398,141612,A
18776,46487,118155,A
18777,156994,4779,A
18778,41530,23381,A
18779,107540,106638,A
18780,73967,208003,A
18781,182168,178801,A
18782,162731,173480,B
18783,204431,137622,A
18784,189005,46426,A
18785,102614,173673,A
18786,69065,195005,A
18787,12764,106231,A
18788,148718,80398,A
18789,97687,165804,A
18790,103007,128108,A
18791,190726,200424,B
18792,195663,61689,A
18793,38328,13766,A
18794,126199,80012,A
18795,73589,194436,A
18796,16722,12216,A
18797,174659,83914,A
18798,93050,179549,A
18799,197269,118583,B
18800,139134,126074,A
18801,187832,129696,A
18802,57115,38161,A
18803,3406,175459,A
18804,26521,123435,A
18805,74955,204503,A
18806,166355,180274,A
18807,23479,187063,B
18808,135949,168967,A
18809,200759,128206,A
18810,6342,74044,B
18811,187940,124306,A
18812,998,48695,A
18813,89480,61131,A
18814,69463,23216,A
18815,126196,107155,A
18816,40547,83550,A
18817,200180,25327,A
18818,24247,52897,A
18819,29173,71691,A
18820,196836,73707,A
18821,22063,115688,A
18822,92161,9688,A
18823,81709,202649,A
18824,40914,191486,A
18825,130481,100825,A
18826,180448,115268,A
18827,74999,57929,B
18828,139266,208579,B
18829,67397,17010,A
18830,90176,198028,A
18831,169796,83282,A
18832,201747,34033,A
18833,138452,134818,A
18834,165857,40491,A
18835,199778,62309,A
18836,124935,106471,B
18837,130000,147472,A
18838,52094,129155,A
18839,181251,34000,A
18840,148382,73489,A
18841,42140,52025,A
18842,56049,51936,B
18843,166335,40391,A
18844,21662,197367,A
18845,93189,125324,A
18846,95594,208191,A
18847,154499,117367,A
18848,183548,170126,A
18849,74547,186943,B
18850,33140,99949,B
18851,163863,12189,A
18852,168466,1459,A
18853,103038,201537,A
18854,75415,131232,B
18855,83962,140373,A
18856,168688,141888,A
18857,102511,129332,B
18858,73736,68347,A
18859,199392,42993,A
18860,89668,162470,A
18861,209099,77737,A
18862,166565,181368,A
18863,123419,76915,A
18864,191833,17625,A
18865,170034,56630,B
18866,62634,152816,B
18867,32179,116376,A
18868,53450,144867,A
18869,44821,22209,A
18870,183270,127706,A
18871,145458,40100,A
18872,149827,137231,B
18873,194161,27872,A
18874,172501,110147,B
18875,47597,36442,A
18876,122662,202844,A
18877,84621,131706,A
18878,63003,152821,A
18879,171878,42876,A
18880,26124,9226,A
18881,161419,126660,A
18882,86256,6603,A
18883,166917,65113,A
18884,173464,145123,A
18885,16847,87419,B
18886,2757,40896,A
18887,64624,84817,A
18888,164275,169375,A
18889,155054,104023,A
18890,172234,183470,A
18891,98021,86295,A
18892,133982,100685,A
18893,197257,61834,A
18894,155962,167652,A
18895,12756,188814,A
18896,17557,109299,A
18897,84654,158613,A
18898,185681,178514,A
18899,146071,115650,A
18900,205097,73466,A
18901,151953,208265,A
18902,118478,29196,B
18903,188184,8166,A
18904,4180,194327,B
18905,177503,72742,A
18906,108679,91352,A
18907,188702,72434,A
18908,55326,170966,A
18909,157583,1495,A
18910,115142,13889,A
18911,76076,27711,A
18912,38313,169043,A
18913,170040,57398,A
18914,86593,112314,A
18915,70931,180647,A
18916,112687,84962,A
18917,15530,146843,A
18918,55344,74396,A
18919,139771,117933,B
18920,205992,43350,A
18921,106619,24279,A
18922,55768,207216,A
18923,193725,103465,A
18924,201322,60364,A
18925,202290,99780,A
18926,173205,29656,A
18927,117180,139668,A
18928,37986,112903,A
18929,130560,17294,A
18930,7872,181913,A
18931,157505,33394,A
18932,197614,81054,A
18933,24362,57196,A
18934,156959,69917,A
18935,121667,207412,A
18936,51718,113272,B
18937,119343,4725,A
18938,154427,51314,A
18939,62496,190426,A
18940,4284,39272,A
18941,51031,143420,A
18942,51629,105626,A
18943,52781,141735,A
18944,24119,196839,A
18945,21935,10865,A
18946,23838,140417,A
18947,51355,139669,A
18948,136879,189800,A
18949,154,114741,A
18950,107266,10752,A
18951,158598,159068,A
18952,32640,47969,A
18953,183036,40874,A
18954,182799,80906,A
18955,133587,26535,A
18956,110826,98133,B
18957,77178,22024,A
18958,42985,127111,A
18959,101417,21095,A
18960,12935,20043,A
18961,37593,10320,A
18962,176925,7973,A
18963,63446,14994,A
18964,97405,120440,B
18965,13129,105920,B
18966,7169,158050,A
18967,156410,169036,B
18968,25441,42517,A
18969,3490,90154,A
18970,13586,181593,B
18971,105290,25567,A
18972,29509,85792,A
18973,141644,12901,A
18974,105754,45259,A
18975,159474,170344,A
18976,6141,174525,A
18977,41557,96571,A
18978,27046,150654,A
18979,77316,83040,B
18980,132990,24071,A
18981,6487,66319,B
18982,9974,121209,A
18983,193434,108322,A
18984,54179,115897,A
18985,147978,187279,A
18986,138345,125515,B
18987,97607,61307,A
18988,75034,109861,A
18989,161920,58838,B
18990,64539,85234,A
18991,18752,71277,A
18992,70586,73312,A
18993,59737,83287,A
18994,188571,134826,A
18995,7800,54477,A
18996,153562,38503,A
18997,162608,151541,B
18998,119214,22851,A
18999,193489,12601,A
19000,97984,114357,A
19001,97983,23259,A
19002,38981,179191,A
19003,121771,139573,A
19004,3469,139915,A
19005,139955,69258,A
19006,76287,136931,A
19007,26456,64408,A
19008,204505,67417,A
19009,172949,65646,A
19010,157115,8862,A
19011,49798,14907,A
19012,56898,121740,A
19013,129141,30192,A
19014,106650,5914,B
19015,28640,90850,A
19016,77825,180639,A
19017,55902,98249,A
19018,185277,197459,A
19019,98585,89567,A
19020,58701,114483,A
19021,70024,64367,A
19022,189041,206155,A
19023,15280,128925,A
19024,16445,925,A
19025,204285,53594,A
19026,171002,76651,B
19027,11428,11408,A
19028,94997,166066,A
19029,49198,198056,A
19030,127933,92682,A
19031,54898,89402,A
19032,160013,33653,A
19033,1938,52002,A
19034,152533,186849,A
19035,52557,37044,A
19036,73629,139821,A
19037,75586,147783,A
19038,136635,53188,A
19039,94443,169963,A
19040,9418,209299,A
19041,39284,202640,A
19042,103468,205282,A
19043,2326,203887,A
19044,75353,46437,B
19045,196893,6336,A
19046,102469,40392,A
19047,42901,178621,A
19048,169519,14781,A
19049,28521,163050,B
19050,20419,57362,B
19051,49289,120596,A
19052,41773,40038,A
19053,21448,147099,A
19054,79809,156892,A
19055,4331,96755,A
19056,102949,209557,A
19057,44720,170929,A
19058,63006,181088,A
19059,138987,6486,A
19060,146775,23175,A
19061,19040,182099,A
19062,23203,14915,A
19063,184339,761,A
19064,147766,78210,A
19065,108193,33889,A
19066,185145,104409,B
19067,185505,200212,A
19068,186924,177158,A
19069,4648,67855,A
19070,170023,5420,A
19071,80130,90196,A
19072,13980,156833,A
19073,109181,185928,A
19074,55192,14435,A
19075,181216,36652,A
19076,91925,67682,A
19077,138900,34362,A
19078,13403,112029,A
19079,186987,176855,A
19080,308,84977,B
19081,154127,189057,A
19082,9300,119035,A
19083,144003,8381,A
19084,147495,73584,A
19085,154765,189604,A
19086,85086,172254,A
19087,101908,45517,A
19088,63595,205248,A
19089,1993,141031,A
19090,104264,10561,A
19091,138823,168336,B
19092,151301,172965,A
19093,179721,11959,B
19094,207820,50007,A
19095,39287,175929,A
19096,73324,50447,A
19097,92443,59374,A
19098,127139,73940,B
19099,140399,74456,A
19100,27420,4498,A
19101,163403,135899,A
19102,197110,63983,A
19103,135978,180706,A
19104,160091,52553,A
19105,25462,76384,A
19106,115380,101996,A
19107,194106,147828,A
19108,179882,141504,A
19109,103588,100074,A
19110,186317,76591,A
19111,55850,169518,A
19112,29886,60703,A
19113,60421,204054,A
19114,10802,90833,B
19115,3595,100046,A
19116,79871,139594,A
19117,49653,12791,A
19118,17760,2639,B
19119,154288,104113,A
19120,2374,75238,A
19121,101717,119739,B
19122,6228,73909,A
19123,3958,46123,A
19124,16260,66313,B
19125,140330,9870,A
19126,97421,205246,A
19127,27303,28772,A
19128,111009,134194,A
19129,101640,137041,A
19130,134708,164343,A
19131,197018,64533,B
19132,132777,143881,A
19133,22439,1508,A
19134,178383,52162,A
19135,58180,148614,A
19136,192230,150748,A
19137,99256,156986,A
19138,205683,114600,A
19139,159043,140804,A
19140,179098,156164,A
19141,28448,16028,A
19142,187234,187221,A
19143,19480,23062,A
19144,108540,186289,B
19145,166037,63703,A
