Index,Image A,Image B,Output
37770,31384,133067,B
37771,203988,287342,A
37772,144005,263484,A
37773,372417,248036,A
37774,122150,83864,A
37775,263051,281554,A
37776,300439,204045,A
37777,162528,542569,A
37778,241622,310651,B
37779,283142,255835,A
37780,226135,174836,B
37781,12597,484547,B
37782,63072,40395,A
37783,44328,496591,A
37784,339676,134219,A
37785,496495,242399,B
37786,469893,351710,A
37787,522689,227485,A
37788,143249,398166,A
37789,309380,266083,A
37790,397142,471340,A
37791,526540,546323,B
37792,483297,295431,B
37793,204675,502988,A
37794,158021,297663,B
37795,312344,286901,B
37796,375319,276129,A
37797,353145,128448,A
37798,449516,137107,B
37799,455719,153234,B
37800,232614,181880,A
37801,440938,211325,B
37802,553112,162987,B
37803,427799,182938,A
37804,336917,56808,B
37805,452292,5204,A
37806,242021,365169,B
37807,48503,307133,B
37808,291958,259971,A
37809,361642,341187,A
37810,89766,24556,A
37811,268336,14452,A
37812,249131,473258,B
37813,146516,281159,B
37814,396307,225868,A
37815,477690,202127,A
37816,440114,384658,A
37817,422158,507053,B
37818,253595,149435,A
37819,538128,208708,B
37820,433078,174024,A
37821,415584,352372,B
37822,380931,386138,A
37823,465857,493932,A
37824,397371,457475,B
37825,146245,47237,A
37826,476529,18345,A
37827,316714,259321,A
37828,142531,323091,A
37829,387419,80119,B
37830,467155,553546,A
37831,490088,547974,A
37832,172059,36631,A
37833,328717,527978,A
37834,364344,8144,A
37835,331961,80725,B
37836,219700,346164,A
37837,250289,302736,B
37838,304803,422466,A
37839,268614,249726,A
37840,137447,527129,B
37841,408051,61025,A
37842,413230,185443,A
37843,145748,447221,A
37844,234370,491787,A
37845,263033,28724,A
37846,552531,85119,B
37847,351874,203383,A
37848,334325,514228,A
37849,61927,198027,A
37850,22043,371635,A
37851,14230,24149,A
37852,500245,452100,A
37853,247589,292561,A
37854,567523,507274,A
37855,248759,386045,A
37856,382790,51573,B
37857,524315,564169,A
37858,277471,447812,A
37859,290129,512331,B
37860,105969,252184,A
37861,2076,556824,B
37862,338727,344173,A
37863,445650,372514,A
37864,38346,203225,B
37865,107057,141998,B
37866,78736,329122,A
37867,76152,43963,A
37868,145620,500496,B
37869,540942,249324,A
37870,196405,379901,A
37871,134555,474810,B
37872,357040,495616,B
37873,326199,337924,A
37874,171635,29604,A
37875,101714,418218,A
37876,371149,102320,B
37877,455721,509056,B
37878,98859,462025,B
37879,151879,356444,B
37880,237473,555748,A
37881,89174,550037,A
37882,347265,297374,A
37883,516512,376031,B
37884,135535,320188,A
37885,494337,114565,B
37886,430230,47984,B
37887,248461,257662,A
37888,376142,285117,A
37889,304664,138976,B
37890,406299,27579,A
37891,523458,495062,A
37892,500296,434946,A
37893,515704,231480,B
37894,408153,344044,A
37895,75917,40823,A
37896,388095,535786,A
37897,376330,232001,B
37898,142565,210037,A
37899,149702,346747,A
37900,103161,478764,B
37901,366682,177213,B
37902,8791,290852,B
37903,528567,366716,A
37904,314850,143017,B
37905,88683,477095,A
37906,522513,38172,B
37907,118186,220868,B
37908,98382,189839,B
37909,353929,521056,B
37910,288749,388432,A
37911,195048,214649,B
37912,264017,397155,B
37913,15326,423771,A
37914,530823,399480,B
37915,272921,437330,A
37916,241953,467357,B
37917,405648,253870,A
37918,153393,458848,A
37919,87312,335534,A
37920,296814,67456,A
37921,204348,137604,A
37922,270433,250877,B
37923,479506,554098,A
37924,566590,482959,B
37925,31168,568996,A
37926,447285,425389,B
37927,397230,73167,A
37928,312961,80241,B
37929,3674,88275,A
37930,94550,205850,A
37931,96731,215451,A
37932,528725,136561,B
37933,247956,179711,B
37934,237001,200824,B
37935,461240,17171,A
37936,188674,180757,A
37937,237641,384237,A
37938,403135,326364,A
37939,373084,109511,B
37940,218115,11566,A
37941,37615,550060,A
37942,302597,266211,B
37943,197067,515353,A
37944,49216,3687,A
37945,9263,361110,B
37946,131957,362756,B
37947,453252,433191,B
37948,373230,289498,A
37949,193997,464065,A
37950,445598,220349,B
37951,250857,11971,A
37952,139112,556887,B
37953,184039,462413,A
37954,167103,262862,A
37955,1669,259754,B
37956,119553,503825,B
37957,456915,479933,B
37958,377976,202797,A
37959,304189,256897,B
37960,500401,378871,A
37961,452408,567933,A
37962,414378,274227,A
37963,52999,500912,B
37964,477439,118491,A
37965,498602,437202,B
37966,126867,458455,B
37967,53836,460582,A
37968,471336,528291,B
37969,227742,463940,B
37970,398870,468526,A
37971,177985,421758,A
37972,180831,12890,A
37973,150565,58584,B
37974,259234,60982,B
37975,507103,252002,B
37976,289986,150906,B
37977,220987,206635,B
37978,9577,428286,B
37979,548934,486735,A
37980,174289,295709,A
37981,353873,424579,A
37982,29596,288199,B
37983,99410,73915,A
37984,549626,503185,A
37985,351958,457197,A
37986,8047,550596,A
37987,6028,557494,B
37988,536183,183540,B
37989,49671,283210,B
37990,132961,483026,A
37991,494217,122910,A
37992,396735,379562,A
37993,251182,336224,B
37994,266784,288044,B
37995,279004,234540,B
37996,341806,130908,A
37997,336321,152488,A
37998,278723,356480,B
37999,228875,565997,B
38000,119550,345257,A
38001,387641,66485,B
38002,169429,448688,A
38003,162973,127879,A
38004,90853,389887,B
38005,379200,15409,A
38006,181797,472631,B
38007,82245,248806,B
38008,3185,162619,B
38009,295564,56232,B
38010,229358,356966,B
38011,410452,14988,A
38012,278313,431202,B
38013,367135,532577,A
38014,200696,561500,B
38015,228459,220217,A
38016,339584,130126,A
38017,85263,463990,B
38018,490090,374704,B
38019,472965,169328,A
38020,564747,521499,A
38021,285940,491010,B
38022,377949,522054,B
38023,299729,409737,B
38024,292892,68339,A
38025,402906,504731,B
38026,550263,53803,B
38027,243985,151914,A
38028,8109,529636,B
38029,367216,338372,A
38030,442434,517020,B
38031,113087,293339,A
38032,36939,36741,A
38033,148171,35742,B
38034,80536,146176,B
38035,445725,542684,B
38036,468398,536288,B
38037,105429,327724,A
38038,318453,387268,A
38039,484132,229783,A
38040,53364,270338,A
38041,538495,162324,B
38042,383617,138033,A
38043,252984,435741,A
38044,13187,470613,B
38045,278169,40863,A
38046,319347,39044,A
38047,1463,102729,B
38048,58177,339202,A
38049,238395,469986,A
38050,554164,546890,B
38051,145939,94787,A
38052,87607,103225,A
38053,403817,139042,B
38054,231967,450112,A
38055,140731,491435,A
38056,385953,559741,B
38057,87085,292577,A
38058,368511,161221,B
38059,317305,215261,B
38060,471579,527463,A
38061,490925,98066,B
38062,267438,18542,A
38063,418158,116245,B
38064,416604,249181,A
38065,482603,115419,A
38066,254650,195938,B
38067,92765,237438,A
38068,498303,268960,A
38069,268492,358263,B
38070,444337,481209,B
38071,100162,376561,A
38072,50745,417956,A
38073,468902,548548,A
38074,536550,519837,B
38075,494269,40886,A
38076,281162,27705,A
38077,272912,115938,A
38078,353751,207884,B
38079,287355,193042,B
38080,465575,403982,A
38081,275672,429066,A
38082,283433,75189,A
38083,453595,413471,A
38084,104803,135796,A
38085,218409,412950,A
38086,150956,445686,A
38087,505028,408337,A
38088,16814,69993,B
38089,58500,110073,A
38090,141362,178248,A
38091,523594,274837,B
38092,218153,130527,B
38093,249570,34246,A
38094,564922,33741,B
38095,486892,351294,A
38096,340172,442700,B
38097,392191,545543,B
38098,552567,356474,B
38099,562869,385111,A
38100,226137,380628,B
38101,462933,270516,B
38102,427258,308083,A
38103,73175,226254,A
38104,25367,58229,A
38105,164490,269422,B
38106,110783,323524,A
38107,212704,527857,B
38108,171125,114198,A
38109,464311,517708,A
38110,180754,63374,B
38111,343406,206050,A
38112,502483,36458,B
38113,468483,239455,A
38114,260424,61777,A
38115,89775,289317,A
38116,345935,1870,A
38117,225465,223784,A
38118,199875,298013,B
38119,103576,76694,A
38120,449732,88635,B
38121,164022,346301,A
38122,395266,249437,B
38123,426273,216368,A
38124,341147,422478,B
38125,223116,181764,A
38126,69789,276855,A
38127,450499,343684,A
38128,521320,418371,A
38129,13838,469342,B
38130,27755,166720,B
38131,557787,237169,B
38132,32918,31447,B
38133,113683,99662,A
38134,196746,354952,A
38135,406434,152622,B
38136,263283,110115,B
38137,321411,141056,A
38138,562214,252816,A
38139,341185,119796,B
38140,401143,222284,B
38141,49761,425194,A
38142,209665,274586,A
38143,60555,442040,B
38144,186832,176948,A
38145,344546,398003,A
38146,284258,375526,B
38147,15978,418624,B
38148,91187,219492,B
38149,307306,166461,A
38150,404968,69892,B
38151,357822,321170,A
38152,61337,414911,A
38153,569313,219454,B
38154,540204,276185,B
38155,12315,36565,B
38156,379445,229529,A
38157,511764,213340,A
38158,519597,310213,A
38159,516913,70191,B
38160,35670,172783,A
38161,136771,235489,B
38162,251972,451713,B
38163,181116,430728,A
38164,248696,48132,A
38165,26983,486988,A
38166,186416,7906,A
38167,281309,164924,A
38168,560260,329052,A
38169,180225,432898,A
38170,335579,55407,B
38171,521962,393685,B
38172,526841,268569,A
38173,311989,23318,A
38174,131531,258894,A
38175,401263,364846,B
38176,243245,49818,A
38177,72376,565961,A
38178,356970,139358,A
38179,99483,189727,A
38180,211469,364923,A
38181,174909,64032,A
38182,420185,190852,A
38183,66823,200868,A
38184,507920,165165,A
38185,449740,322299,B
38186,300048,553643,B
38187,231132,409381,A
38188,108827,163667,A
38189,367892,377197,B
38190,413980,433310,B
38191,63997,202909,A
38192,18646,514291,B
38193,186231,504410,A
38194,315832,65078,B
38195,336313,137220,B
38196,270353,346469,A
38197,489852,327040,A
38198,272924,250662,B
38199,383445,533279,B
38200,178788,547131,B
38201,134545,125443,A
38202,74561,324269,B
38203,115994,221506,B
38204,84544,550427,A
38205,238443,195751,B
38206,87362,43592,A
38207,479208,506811,A
38208,438126,90741,B
38209,472905,329874,B
38210,337974,414125,A
38211,200353,466162,A
38212,482650,501739,A
38213,209469,553507,B
38214,43510,161362,A
38215,83373,209696,A
38216,376220,439655,B
38217,107273,475714,A
38218,553231,254828,A
38219,200341,555986,B
38220,512695,236414,B
38221,318199,538056,A
38222,328204,286551,A
38223,173367,535020,B
38224,128661,181540,B
38225,98610,564783,A
38226,125742,137036,A
38227,159613,63490,B
38228,43150,44761,B
38229,115590,83374,A
38230,303340,492245,B
38231,32257,172152,A
38232,99678,246882,A
38233,193035,252926,A
38234,175765,321840,B
38235,533942,467045,B
38236,13001,424352,B
38237,71301,53125,B
38238,16154,11251,A
38239,510969,312792,A
38240,259668,115375,A
38241,290628,338705,A
38242,162487,411842,A
38243,158287,149740,A
38244,464809,250104,B
38245,538062,287829,B
38246,375401,533580,A
38247,98660,94140,A
38248,20587,389214,B
38249,556239,377845,B
38250,317276,315952,B
38251,16545,44830,B
38252,281035,253444,A
38253,59441,213952,B
38254,543321,498018,B
38255,558937,521526,B
38256,170396,27566,A
38257,32891,316292,A
38258,489034,423138,B
38259,176646,292386,A
38260,515983,510049,B
38261,122854,494147,A
38262,508524,194023,B
38263,513776,543367,A
38264,186703,226558,A
38265,78092,17318,A
38266,123033,27228,A
38267,168855,355269,B
38268,523150,263239,B
38269,416588,382055,B
38270,279444,208242,A
38271,15598,186315,B
38272,208330,38253,B
38273,455882,554213,B
38274,184757,558976,A
38275,386321,436426,A
38276,485717,50809,B
38277,90310,283487,A
38278,213777,158863,B
38279,332341,554812,A
38280,270098,296412,A
38281,331673,335452,A
38282,209403,323712,A
38283,35084,108233,A
38284,24747,559367,A
38285,254282,355703,A
38286,309022,61202,A
38287,355805,220670,B
38288,471049,256636,B
38289,497839,360522,A
38290,473412,69576,B
38291,84063,408491,B
38292,450655,136676,B
38293,418103,237775,A
38294,286678,472918,A
38295,157601,144621,A
38296,337210,475717,A
38297,357248,479308,B
38298,443475,405271,A
38299,287414,262736,B
38300,151754,57771,A
38301,49851,3472,A
38302,337701,29337,A
38303,259460,383935,B
38304,529600,516953,A
38305,56280,433938,A
38306,189511,406139,B
38307,11453,232995,B
38308,344941,36184,A
38309,109508,263742,A
38310,168597,214937,A
38311,194661,346974,A
38312,282154,100626,B
38313,275277,443679,A
38314,548147,510821,B
38315,19845,383909,B
38316,501924,204033,A
38317,119696,434119,A
38318,385351,326438,B
38319,296316,249957,A
38320,176364,41198,B
38321,221040,307793,A
38322,261998,325603,B
38323,80918,516666,A
38324,189926,456244,A
38325,254674,498216,A
38326,97536,11643,A
38327,537820,340212,A
38328,10930,56882,B
38329,24426,3916,A
38330,349478,468420,A
38331,73272,356572,B
38332,324538,213637,B
38333,354059,212980,A
38334,500487,482836,A
38335,112898,314668,B
38336,494838,117396,B
38337,46143,529550,B
38338,247601,272649,B
38339,86494,531487,B
38340,173949,495650,B
38341,207945,112552,A
38342,351357,157095,B
38343,472632,170747,B
38344,274860,311874,A
38345,527181,528402,B
38346,505041,339846,B
38347,144654,548298,B
38348,113360,192410,B
38349,381773,293301,B
38350,542712,47991,B
38351,316433,310724,B
38352,489888,200321,A
38353,122789,171805,A
38354,277633,80497,A
38355,131486,401760,B
38356,530541,87176,B
38357,315219,216333,B
38358,549893,2557,A
38359,124289,333200,A
38360,433274,449360,A
38361,476713,447736,B
38362,372995,500617,B
38363,387767,72817,B
38364,553482,239949,B
38365,229587,141002,A
38366,535386,560549,A
38367,451752,1210,A
38368,328266,468944,A
38369,233580,566327,A
38370,386611,301322,A
38371,456552,361878,A
38372,331794,361514,B
38373,170491,510117,B
38374,258723,10914,A
38375,354212,23258,A
38376,230881,377542,A
38377,523371,328596,A
38378,353367,27673,A
38379,190786,424118,B
38380,215831,76361,A
38381,142841,18746,A
38382,138250,509568,A
38383,460656,168300,A
38384,304646,99940,B
38385,22010,124627,B
38386,482034,332463,B
38387,158710,75796,A
38388,387147,460608,B
38389,205625,435030,A
38390,323137,248648,B
38391,236215,164392,A
38392,193642,451709,A
38393,290780,201239,B
38394,302194,360005,B
38395,407782,54174,B
38396,165579,150601,A
38397,476968,402795,B
38398,239059,32873,B
38399,322672,111827,A
38400,399523,28752,A
38401,505571,185543,A
38402,257314,375484,B
38403,8285,333303,B
38404,532871,436540,A
38405,386153,297175,A
38406,352972,455999,B
38407,93988,399628,A
38408,248033,55223,B
38409,250686,549658,A
38410,452702,121385,A
38411,5779,97185,B
38412,20830,184005,B
38413,282750,338270,B
38414,299715,451921,B
38415,21544,396673,B
38416,10250,491968,B
38417,218366,116696,A
38418,157870,513488,B
38419,151713,245320,B
38420,548697,340114,B
38421,109140,337993,A
38422,116484,161890,B
38423,375499,196341,A
38424,425626,519421,B
38425,341855,44639,B
38426,503394,224189,A
38427,371850,519696,B
38428,44092,12528,A
38429,395302,340448,A
38430,304689,15995,A
38431,361733,250070,B
38432,467448,320136,A
38433,433711,268397,A
38434,469417,35274,A
38435,354987,417179,B
38436,349535,290148,A
38437,27027,209767,B
38438,534488,195733,A
38439,378026,495116,A
38440,242926,191096,B
38441,2290,435043,B
38442,425605,137251,B
38443,89287,18475,A
38444,187755,321057,A
38445,422047,515006,B
38446,417332,7220,A
38447,79844,385369,B
38448,459485,97013,B
38449,432801,436610,B
38450,288585,393234,A
38451,94912,197799,B
38452,492979,399232,A
38453,92921,339693,B
38454,166473,526100,A
38455,544600,377278,B
38456,426994,119062,B
38457,511688,245411,A
38458,19364,302420,B
38459,134165,309851,A
38460,200924,229056,B
38461,308880,341885,B
38462,117500,147177,A
38463,434163,374138,A
38464,513161,550868,B
38465,439006,134397,A
38466,299131,108419,B
38467,194967,81638,A
38468,522372,474797,A
38469,433711,306835,A
38470,534209,15873,A
38471,84692,321223,B
38472,128872,329930,A
38473,439428,207465,A
38474,67399,549304,A
38475,461652,389037,B
38476,277538,262036,B
38477,429411,63510,A
38478,558974,541649,B
38479,63382,200840,A
38480,569194,5458,A
38481,416341,160456,A
38482,410867,364842,B
38483,549578,520891,B
38484,234391,51206,B
38485,331327,467665,A
38486,412211,292105,B
38487,502901,342673,A
38488,66080,166673,B
38489,516174,395443,B
38490,434200,138171,A
38491,536476,340753,A
38492,286544,190229,A
38493,524286,179983,A
38494,58655,37563,B
38495,282002,426512,A
38496,406167,525013,A
38497,450835,139536,B
38498,502065,336356,A
38499,402096,196942,A
38500,107109,436711,A
38501,143866,458833,A
38502,92286,120488,A
38503,39937,126288,B
38504,445699,78537,A
38505,365215,23013,A
38506,218178,27587,A
38507,231924,382603,B
38508,312570,200127,B
38509,182810,74307,A
38510,226058,369806,B
38511,158746,499221,A
38512,520884,24663,A
38513,226813,219109,A
38514,558897,351614,B
38515,279480,157326,A
38516,131766,473758,A
38517,329906,290771,A
38518,542777,375340,A
38519,17876,282439,B
38520,378509,219404,B
38521,171449,172916,A
38522,217101,174149,A
38523,363301,369096,A
38524,32140,481993,A
38525,255423,463874,A
38526,411608,535413,A
38527,524428,479073,B
38528,162659,536328,B
38529,227907,246822,A
38530,269988,278118,A
38531,353100,405724,A
38532,516463,344645,B
38533,304931,396204,A
38534,22518,16479,B
38535,346176,560460,A
38536,225715,7032,A
38537,331309,422456,B
38538,177463,406679,B
38539,1738,199337,B
38540,373601,534099,B
38541,253864,66226,B
38542,472700,380241,B
38543,384551,446809,B
38544,497873,354397,A
38545,192470,11154,A
38546,378885,165615,A
38547,12482,352808,B
38548,23754,326137,B
38549,447987,294524,B
38550,133410,145547,B
38551,251710,157512,B
38552,433694,175028,A
38553,95356,497621,A
38554,165123,144153,B
38555,61122,442676,B
38556,224426,3335,A
38557,152389,368938,A
38558,335581,279103,B
38559,255329,212368,A
38560,552080,90360,B
38561,151671,381995,A
38562,223924,476965,A
38563,219892,219305,A
38564,231323,102290,B
38565,226347,375945,B
38566,319263,500836,A
38567,106025,569984,A
38568,7464,111405,B
38569,240333,137470,A
38570,332532,270210,B
38571,221387,549893,B
38572,163790,65544,A
38573,455297,108354,B
38574,511751,272881,B
38575,114321,562165,A
38576,256368,49350,A
38577,501797,31818,A
38578,93505,297372,A
38579,91255,287416,B
38580,331147,553093,A
38581,276388,386491,B
38582,90493,472292,A
38583,164999,536768,A
38584,533903,530922,B
38585,258048,44831,B
38586,520082,503207,B
38587,225726,102365,B
38588,340931,315866,B
38589,324242,13565,A
38590,512101,406004,B
38591,131296,96315,B
38592,393976,187093,B
38593,379661,301329,A
38594,329030,88900,A
38595,84374,360255,A
38596,262891,324738,A
38597,518715,511509,B
38598,97301,144922,B
38599,543110,550733,A
38600,504265,271263,B
38601,374629,136104,A
38602,525515,197499,A
38603,318253,553535,A
38604,469219,226167,A
38605,83747,433891,A
38606,31049,556385,A
38607,470515,5726,A
38608,494940,415319,A
38609,302244,151283,A
38610,567320,5933,B
38611,29955,567550,B
38612,407448,126810,B
38613,34401,317847,B
38614,473941,17259,A
38615,367322,300749,B
38616,375042,162109,B
38617,555400,414599,B
38618,344064,552040,B
38619,248349,433447,A
38620,154215,499051,B
38621,28373,541932,B
38622,460245,520099,B
38623,40196,482568,A
38624,115779,128167,B
38625,38369,475425,B
38626,73901,360180,B
38627,417052,124988,B
38628,541145,36666,A
38629,345815,336435,A
38630,485372,318573,A
38631,414751,363008,A
38632,527119,162650,A
38633,259782,451097,B
38634,95860,26280,A
38635,215520,88649,B
38636,498146,91033,B
38637,383539,75151,A
38638,123877,508846,B
38639,31295,35566,B
38640,234439,520353,A
38641,102234,302015,A
38642,566325,337247,B
38643,424096,232429,A
38644,286227,472043,B
38645,4775,240913,B
38646,464816,531127,A
38647,473399,348205,B
38648,550365,538648,B
38649,192187,410034,A
38650,176440,253197,B
38651,148342,259492,B
38652,467084,423899,A
38653,529244,208534,B
38654,342507,8755,A
38655,110194,43833,A
38656,122281,360767,A
38657,484447,183868,B
38658,66050,563550,B
38659,534404,560784,A
38660,456926,306006,B
38661,28694,129817,B
38662,60943,134477,A
38663,112304,420925,A
38664,242637,263199,A
38665,222382,387186,A
38666,409780,217551,A
38667,249472,134159,B
38668,445433,495428,B
38669,252606,250467,A
38670,120912,508990,A
38671,189011,255311,B
38672,443324,6549,A
38673,415193,218826,A
38674,58085,45466,A
38675,305125,212644,B
38676,129751,282894,B
38677,537696,98105,A
38678,537870,449388,A
38679,551492,264323,B
38680,17275,300179,B
38681,528247,490551,A
38682,8194,550951,B
38683,176874,46450,B
38684,26725,245980,B
38685,369885,373017,A
38686,167778,465137,A
38687,491422,245645,A
38688,293430,329345,B
38689,477214,391229,B
38690,151508,246077,A
38691,46755,354579,B
38692,472387,479984,B
38693,329715,411312,A
38694,206817,523455,A
38695,29181,410144,A
38696,21890,309487,B
38697,362274,541205,B
38698,334209,509941,B
38699,540897,562442,A
38700,267621,80939,A
38701,323878,427579,A
38702,73382,387210,A
38703,421943,21022,A
38704,557684,503892,B
38705,201383,170920,A
38706,109873,563561,B
38707,321542,334299,B
38708,560973,255562,B
38709,17110,373673,B
38710,28771,511203,B
38711,385720,42401,B
38712,107843,194375,A
38713,509718,454113,B
38714,117856,215853,B
38715,118552,117068,A
38716,134828,372329,A
38717,128107,24729,A
38718,31895,185617,B
38719,195004,456391,B
38720,19202,133449,B
38721,522909,557256,B
38722,117936,354043,A
38723,258557,483837,B
38724,162858,527165,A
38725,275817,569180,A
38726,235268,139069,A
38727,291098,154837,A
38728,71534,209324,A
38729,529906,100004,B
38730,85866,52,A
38731,248870,484287,A
38732,226106,101435,A
38733,152068,479269,A
38734,467104,396934,A
38735,316214,369534,B
38736,58097,264946,A
38737,457029,409608,A
38738,140891,299780,A
38739,229992,225934,B
38740,411339,150821,B
38741,21407,322594,B
38742,482432,546261,A
38743,216624,460203,B
38744,530264,435964,A
38745,197753,46227,A
38746,201839,65943,A
38747,558362,502666,B
38748,109437,111720,A
38749,137784,497898,A
38750,120399,43102,A
38751,162456,61448,B
38752,538607,437192,A
38753,321385,391634,B
38754,82796,396196,A
38755,492130,498811,A
38756,272954,146678,B
38757,281409,123753,A
38758,167192,207422,A
38759,299215,159706,A
38760,385141,181201,A
38761,308150,69585,B
38762,190427,72702,A
38763,56003,423684,A
38764,484920,491863,B
38765,494616,828,A
38766,81036,468970,A
38767,410149,248025,A
38768,487128,562743,A
38769,150002,565849,B
38770,552368,174139,B
38771,511675,452099,A
38772,102686,196797,B
38773,513608,486015,A
38774,63116,150621,A
38775,320367,442757,A
38776,75895,214254,A
38777,474248,207223,A
38778,188018,482821,A
38779,341109,544729,B
38780,215038,221954,B
38781,275125,400900,B
38782,15657,109629,B
38783,392765,125702,B
38784,393452,217495,B
38785,536031,109303,B
38786,52558,258537,A
38787,75456,326312,B
38788,34953,557781,A
38789,16440,539247,B
38790,446960,351961,B
38791,283039,165834,B
38792,293904,278876,A
38793,286682,407410,A
38794,310392,249606,B
38795,13892,250661,B
38796,370905,444722,B
38797,283658,330022,B
38798,298856,315478,B
38799,529077,524803,B
38800,94507,534804,A
38801,219646,362613,A
38802,437538,467056,B
38803,169578,366961,A
38804,61430,271055,B
38805,193128,129560,B
38806,60450,181354,A
38807,562541,237537,B
38808,317544,228108,A
38809,152657,60672,A
38810,161711,288788,A
38811,313240,558262,A
38812,1575,158491,B
38813,514798,285573,B
38814,480689,327859,B
38815,10041,44383,B
38816,420448,194189,B
38817,25007,378796,B
38818,100595,193211,A
38819,219141,329427,A
38820,246962,334289,B
38821,142562,411378,A
38822,130409,18869,A
38823,243858,6691,A
38824,492177,105156,A
38825,19220,368547,A
38826,380483,176526,A
38827,550738,312489,B
38828,340399,530174,A
38829,125255,235104,A
38830,554338,303505,B
38831,336852,166676,B
38832,134983,307776,B
38833,563637,67091,B
38834,304772,390694,A
38835,563148,447437,B
38836,382478,179629,B
38837,13558,467743,B
38838,333436,380296,B
38839,479365,465546,B
38840,254497,280167,A
38841,519531,21831,A
38842,90876,264814,A
38843,512285,249159,A
38844,400031,535467,B
38845,543783,483999,B
38846,86677,199816,A
38847,95360,502610,B
38848,515803,106917,A
38849,200444,176557,B
38850,345271,129163,B
38851,453459,10361,A
38852,241105,360949,A
38853,208903,78341,B
38854,80659,234144,A
38855,317640,289961,A
38856,77490,410650,B
38857,339653,115874,A
38858,99658,445849,A
38859,508666,299122,A
38860,435726,315019,B
38861,380798,93225,B
38862,100907,492965,A
38863,447721,340925,A
38864,344803,237003,A
38865,411415,329877,B
38866,132341,347088,A
38867,166425,156044,A
38868,112650,188336,A
38869,416585,470548,B
38870,280351,285540,B
38871,509330,191939,B
38872,524220,259595,A
38873,62237,104920,A
38874,316925,149604,B
38875,457116,52406,B
38876,125898,473983,B
38877,204175,334570,B
38878,214546,245156,B
38879,181692,508443,A
38880,469937,1471,A
38881,224754,113262,B
38882,47778,58072,A
38883,352615,542648,B
38884,93489,483347,A
38885,200483,128671,B
38886,568624,200054,B
38887,471245,84198,A
38888,564117,258048,B
38889,340153,130110,B
38890,445142,486970,A
38891,455887,132671,A
38892,141673,37570,B
38893,109067,561700,A
38894,10248,45255,B
38895,56175,489764,A
38896,8385,100127,B
38897,98995,70799,A
38898,397631,216259,B
38899,243568,234590,A
38900,151494,242749,A
38901,281583,168519,B
38902,388597,431717,A
38903,285105,113052,B
38904,528540,16475,A
38905,247390,450077,B
38906,288920,323458,B
38907,227470,103901,A
38908,414122,303174,B
38909,365776,228203,B
38910,277056,558635,A
38911,453263,390285,B
38912,426386,226797,B
38913,527447,282192,A
38914,52379,186027,A
38915,13251,547486,B
38916,157698,276556,A
38917,362148,501192,B
38918,306118,314459,B
38919,496479,37064,B
38920,179342,136321,A
38921,528654,178218,A
38922,39021,331113,B
38923,45472,129289,B
38924,502644,173504,A
38925,176292,358804,B
38926,249368,379065,B
38927,65005,529869,A
38928,242704,224164,A
38929,222009,47765,B
38930,38978,62019,B
38931,350333,158070,B
38932,270626,308415,B
38933,155421,118226,A
38934,326999,83135,B
38935,107871,356333,B
38936,319258,475645,A
38937,277751,370622,B
38938,530727,379075,B
38939,233020,237945,A
38940,241376,478906,B
38941,19178,544654,B
38942,234722,456977,A
38943,225194,151411,B
38944,405439,509805,A
38945,188887,241466,B
38946,526113,102590,A
38947,271081,17890,A
38948,305959,348146,A
38949,480810,478850,B
38950,512147,40658,B
38951,403372,195210,B
38952,138469,467561,A
38953,130950,359045,B
38954,350653,310636,B
38955,67007,309173,A
38956,55085,335804,B
38957,55848,524054,A
38958,51986,453770,A
38959,389541,354477,B
38960,14865,70292,B
38961,94384,399659,B
38962,506290,334010,B
38963,439479,505609,A
38964,237336,439649,B
38965,71556,429214,A
38966,343724,414123,A
38967,27220,422476,B
38968,292224,334304,A
38969,167010,277638,A
38970,319703,208593,B
38971,498293,299790,A
38972,365628,303639,B
38973,424849,349221,A
38974,197907,277851,A
38975,196941,255203,A
38976,542465,383560,A
38977,13053,358155,B
38978,439181,20743,A
38979,275011,359769,A
38980,497055,72587,A
38981,84721,2733,A
38982,153919,500175,A
38983,137089,19922,A
38984,329503,378346,A
38985,564575,287006,B
38986,284672,515736,A
38987,230819,500189,A
38988,147984,292479,A
38989,473079,510814,A
38990,332860,429074,A
38991,445626,551152,A
38992,351834,478426,A
38993,179258,67182,A
38994,191197,35420,A
38995,166572,227667,A
38996,255719,383063,A
38997,317817,509222,A
38998,265461,289404,A
38999,257674,336638,A
39000,160180,195293,B
39001,394952,57236,B
39002,226260,481906,B
39003,70563,62465,A
39004,271768,251844,B
39005,246156,553020,B
39006,406024,15094,A
39007,172419,335724,A
39008,365045,197068,B
39009,313693,100995,A
39010,284073,315019,A
39011,510199,242510,A
39012,56687,485242,A
39013,280318,421705,B
39014,457489,208323,A
39015,425204,481041,B
39016,218109,149417,A
39017,500689,224708,A
39018,159993,353093,A
39019,545320,141637,A
39020,24692,365732,A
39021,62840,15795,A
39022,567242,79965,B
39023,194697,540388,A
39024,361294,362275,B
39025,486790,268261,A
39026,15612,266172,A
39027,237215,248285,B
39028,533649,245241,B
39029,562425,350836,B
39030,332033,50179,B
39031,344390,557575,B
39032,349407,195066,A
39033,68068,434721,A
39034,94468,490575,A
39035,139826,304728,B
39036,101046,328772,B
39037,383064,47399,A
39038,357001,423541,B
39039,497215,109369,A
39040,358598,190441,B
